,property,location,price,area,furnished status,additional details
754,2 BHK Apartment in Sattva Opus,"Kogilu, Bangalore",1.1 Cr,1239,Ready to move Construction Status,2 - 3 years oldNew
755,2 BHK Apartment in Sattva Sattva Misty Charm,"Kogilu, Bangalore",81.5 L,959,Ready to move Construction Status,1 - 2 years oldNew
756,3 BHK Apartment in Sattva Opus,"Kogilu, Bangalore",1.4 Cr,1586,Ready to move Construction Status,2 - 3 years oldNew
757,4 BHK Independent House in Sattva Magnificia,"Kogilu, Bangalore",5.37 Cr,3985,Ready to move Construction Status,8 - 9 years oldNew
758,4 BHK Independent House in Sattva Magnificia,"Kogilu, Bangalore",5.29 Cr,3920,Ready to move Construction Status,8 - 9 years oldNew
759,4 BHK Independent House in Sattva Magnificia,"Kogilu, Bangalore",5.02 Cr,3720,Ready to move Construction Status,8 - 9 years oldNew
760,4 BHK Independent House in Sattva Magnificia,"Kogilu, Bangalore",5.36 Cr,3975,Ready to move Construction Status,8 - 9 years oldNew
761,4 BHK Independent House in Sattva Magnificia,"Kogilu, Bangalore",5.35 Cr,3966,Ready to move Construction Status,8 - 9 years oldNew
762,4 BHK Apartment in Sattva Magnificia,"Kogilu, Bangalore",5.4 Cr,4005,Ready to move Construction Status,8 - 9 years oldNew
763,4 BHK Apartment in Sattva Magnificia,"Kogilu, Bangalore",5.48 Cr,4065,Ready to move Construction Status,8 - 9 years oldNew
764,5 BHK Independent House,"Kogilu, Bangalore",2.95 Cr,3500,Under Construction Construction Status,5 BathroomsResale
765,2 BHK Apartment in Windsor Troika,"Kogilu, Bangalore",1.27 Cr,1417,Ready to move Construction Status,5 - 6 years oldNew
766,3 BHK Apartment in Windsor Troika,"Kogilu, Bangalore",1.63 Cr,1814,Ready to move Construction Status,5 - 6 years oldNew
767,2 BHK Apartment in Windsor Troika,"Kogilu, Bangalore",1.35 Cr,1503,Ready to move Construction Status,5 - 6 years oldNew
768,3 BHK Apartment in Sattva Park Cubix,"Kogilu, Bangalore",69.66 L,880,Under Construction Construction Status,Possession by Aug 2022New
769,3 BHK Apartment in Sattva Magnificia,"Kogilu, Bangalore",2.39 Cr,2425,Ready to move Construction Status,8 - 9 years oldNew
770,3 BHK Apartment in Sattva Sattva Exotic,"Nayandahalli, Bangalore",1.23 Cr,1769,Under Construction Construction Status,Possession by Apr 2024New
771,2 BHK Apartment in Sattva Sattva Exotic,"Kogilu, Bangalore",86.6 L,1239,Under Construction Construction Status,Possession by Apr 2024New
772,3 BHK Apartment in Sattva Sattva Exotic,"Nayandahalli, Bangalore",1.23 Cr,1769,Under Construction Construction Status,Possession by Apr 2024New
773,3 BHK Apartment in Sattva Sattva Exotic,"Nayandahalli, Bangalore",99.97 L,1451,Under Construction Construction Status,Possession by Apr 2024New
774,2 BHK Apartment in Sattva Sattva Exotic,"Kogilu, Bangalore",86.6 L,1239,Under Construction Construction Status,Possession by Apr 2024New
775,3 BHK Apartment in Sattva Sattva Exotic,"Nayandahalli, Bangalore",1.24 Cr,1779,Under Construction Construction Status,Possession by Apr 2024New
776,3 BHK Apartment in Sattva Sattva Exotic,"Kogilu, Bangalore",99.97 L,1451,Under Construction Construction Status,Possession by Apr 2024New
777,3 BHK Apartment in Sattva Sattva Exotic,"Nayandahalli, Bangalore",1.22 Cr,1754,Under Construction Construction Status,Possession by Apr 2024New
778,3 BHK Apartment in Sattva Sattva Exotic,"Nayandahalli, Bangalore",1.24 Cr,1779,Under Construction Construction Status,Possession by Apr 2024New
779,2 BHK Apartment in Sattva Sattva Exotic,"Nayandahalli, Bangalore",86.32 L,1235,Under Construction Construction Status,Possession by Apr 2024New
780,3 BHK Apartment in Sattva Sattva Exotic,"Mahadevapura, Bangalore",1.22 Cr,1754,Under Construction Construction Status,Possession by Apr 2024New
781,3 BHK Apartment in Sattva Sattva Exotic,"Bannerughatta, Bangalore",1.01 Cr,1473,Under Construction Construction Status,Possession by Apr 20242 BathroomsNew
782,2 BHK Apartment in Sattva Sattva Exotic,"Devanahalli, Bangalore",86.32 L,1235,Under Construction Construction Status,Possession by Apr 2024New
783,3 BHK Apartment in Sattva Sattva Exotic,"Devanahalli, Bangalore",88.67 L,1287,Under Construction Construction Status,Possession by Apr 2024New
784,3 BHK Apartment in Sattva Sattva Exotic,"Gottigere, Bangalore",1.01 Cr,1473,Under Construction Construction Status,Possession by Apr 20242 BathroomsNew
785,2 BHK Apartment in Sattva Sattva Exotic,"Gottigere, Bangalore",88.14 L,1261,Under Construction Construction Status,Possession by Apr 2024New
786,3 BHK Apartment in Sattva Sattva Exotic,"Gottigere, Bangalore",88.67 L,1287,Under Construction Construction Status,Possession by Apr 2024New
787,3 BHK Apartment in Sattva Sattva Exotic,"Gottigere, Bangalore",1.24 Cr,1784,Under Construction Construction Status,Possession by Apr 2024New
788,2 BHK Apartment in Sattva Sattva Exotic,"Gottigere, Bangalore",88.14 L,1261,Under Construction Construction Status,Possession by Apr 2024New
789,3 BHK Apartment in Sattva Sattva Exotic,"Gottigere, Bangalore",1.24 Cr,1784,Under Construction Construction Status,Possession by Apr 2024New
790,3 BHK Apartment in Sattva Melody,"HSR Layout, Bangalore",1.14 Cr,1570,Ready to move Construction Status,10 - 11 years oldNew
791,3 BHK Apartment in Sattva Sattva Exotic,"HSR Layout, Bangalore",1.01 Cr,1454,Under Construction Construction Status,Possession by Apr 2024New
792,3 BHK Apartment in Sattva Melody,"Hoodi, Bangalore",1.31 Cr,1804,Ready to move Construction Status,10 - 11 years oldNew
793,3 BHK Apartment in Sattva Melody,"Hebbal, Bangalore",1.31 Cr,1811,Ready to move Construction Status,10 - 11 years oldNew
794,3 BHK Apartment in Sattva Sattva Exotic,"Jalahalli East, Bangalore",1.01 Cr,1459,Under Construction Construction Status,Possession by Apr 2024New
795,3 BHK Apartment in Sattva Melody,"JP Nagar Phase 6, Bangalore",1.1 Cr,1512,Ready to move Construction Status,10 - 11 years oldNew
796,3 BHK Apartment in Sattva Sattva Exotic,"Ramamurthy Nagar, Bangalore",1.02 Cr,1461,Under Construction Construction Status,Possession by Apr 2024New
797,3 BHK Apartment in Sattva Melody,"Arakere, Bangalore",1.1 Cr,1521,Ready to move Construction Status,10 - 11 years oldNew
798,3 BHK Apartment in Sattva Melody,"Uttarahalli Hobli, Bangalore",1.1 Cr,1520,Ready to move Construction Status,10 - 11 years oldNew
799,2 BHK Apartment in Sattva Melody,"Doddaballapur, Bangalore",90 L,1237,Ready to move Construction Status,10 - 11 years oldNew
800,3 BHK Apartment in Sattva Magnificia,"Jalahalli, Bangalore",2.39 Cr,2425,Ready to move Construction Status,8 - 9 years oldNew
801,Residential Plot,"Hennur, Bangalore",45 L,1200,Resale New/Resale,7 - 8 years old3 open sidesNorthEast facing
802,Residential Plot in Sattva Sattva Serene Life,"Kudlu, Bangalore",2.49 Cr,3875,New New/Resale,5 - 6 years old
803,Residential Plot in Sattva Sattva Serene Life,"Andrahalli, Bangalore",3.96 Cr,6200,New New/Resale,5 - 6 years old
804,2 BHK Apartment in CasaGrand Hazen,"Whitefield Hope Farm Junction, Bangalore",84 L,1306,Under Construction Construction Status,Possession by Aug 2025New
805,2 BHK Apartment in CasaGrand Hazen,"Koramangala, Bangalore",66 L,999,Under Construction Construction Status,Possession by Aug 2025New
806,2 BHK Apartment in CasaGrand Hazen,"Bommasandra, Bangalore",84 L,1317,Under Construction Construction Status,Possession by Aug 2025New
807,2 BHK Apartment in CasaGrand Hazen,"Jyothi Nagar, Bangalore",82 L,1283,Under Construction Construction Status,Possession by Aug 20252 BathroomsNew
808,2 BHK Apartment in CasaGrand Hazen,"Jyothi Nagar, Bangalore",87 L,1354,Under Construction Construction Status,Possession by Aug 2025New
809,2 BHK Apartment in CasaGrand Hazen,"Hosur, Bangalore",74 L,1134,Under Construction Construction Status,Possession by Aug 2025New
810,3 BHK Apartment in CasaGrand Flamingo,"Bharat Nagar, Bangalore",2.21 Cr,1845,Under Construction Construction Status,Possession by Jun 2026New
811,3 BHK Apartment in CasaGrand Flamingo,"Panathur, Bangalore",2.21 Cr,1700,Under Construction Construction Status,Possession by Jun 2026New
812,3 BHK Apartment,"Mahadevapura, Bangalore",1.75 Cr,2030,Under Construction Construction Status,3 BathroomsResale
813,2 BHK Apartment in Prestige Misty Waters,"Gottigere, Bangalore",1.5 Cr,1350,Ready to move Construction Status,6 - 7 years old2 BathroomsResale
814,6 BHK Independent House,"Hulimavu, Bangalore",1.9 Cr,2400,Ready to move Construction Status,7 - 8 years old6 BathroomsResale
815,3 BHK Apartment in NCC Nagarjuna Premier,"Hulimavu, Bangalore",1.9 Cr,1650,Ready to move Construction Status,13 - 14 years old3 BathroomsResale
816,2 BHK Apartment in Apple Crystal Apartments,"Bidadi, Bangalore",55 L,1150,Ready to move Construction Status,7 - 8 years old2 BathroomsResale
817,3 BHK Independent House,"Banashankari, Bangalore",2.3 Cr,1840,Ready to move Construction Status,6 - 7 years old3 BathroomsResale
818,2 BHK Apartment,"Kasavanahalli, Bangalore",78 L,1375,Ready to move Construction Status,6 - 7 years old2 BathroomsResale
819,4 BHK Independent House in Century Wintersun,"Subramanyapura, Bangalore",5 Cr,4600,Ready to move Construction Status,7 - 8 years old5 BathroomsResale
820,2 BHK Apartment in J K Kruthika Heights,"Varadharaja Nagar, Bangalore",60 L,1098,Ready to move Construction Status,10 - 11 years old2 BathroomsResale
821,4 BHK Apartment in DS Max Sage,"Subramanyapura, Bangalore",1.05 Cr,1967,Ready to move Construction Status,2 - 3 years old4 BathroomsResale
822,3 BHK Apartment in VGR Greens,"Subramanyapura, Bangalore",95 L,1263,Ready to move Construction Status,3 - 4 years old2 BathroomsResale
823,3 BHK Independent House,"Varadharaja Nagar, Bangalore",63 L,2000,Under Construction Construction Status,3 BathroomsResale North facing
824,2 BHK Apartment in Sanjeevini Srushti,"Subramanyapura, Bangalore",80 L,1000,Ready to move Construction Status,0 - 1 year old2 BathroomsResale
825,3 BHK Apartment,"Varadharaja Nagar, Bangalore",3.25 Cr,2400,Ready to move Construction Status,3 BathroomsResale
826,2 BHK Apartment in Reputed Builder KHB Surya City,"Bilekahalli, Bangalore",50 L,1132,Ready to move Construction Status,4 - 5 years old2 BathroomsResale
827,4 BHK Independent House,"Avalahalli Off Sarjapur Road, Bangalore",1.06 Cr,2400,Ready to move Construction Status,4 - 5 years old4 BathroomsResale
828,4 BHK Independent House,"Varadharaja Nagar, Bangalore",1.06 Cr,2800,Ready to move Construction Status,4 - 5 years old1 BathroomsResale
829,2 BHK Villa in Nandaavana Avenue,"Bilekahalli, Bangalore",45 L,984,Ready to move Construction Status,8 - 9 years old2 BathroomsResale
830,4 BHK Independent House,"Subramanyapura, Bangalore",5.5 Cr,2000,Ready to move Construction Status,4 BathroomsResale North facing
831,2 BHK Apartment,"Bilekahalli, Bangalore",55 L,1080,Ready to move Construction Status,2 BathroomsResale West facing
832,9 BHK Independent House,"Kasavanahalli, Bangalore",2 Cr,4000,Ready to move Construction Status,9 BathroomsResale NorthEast facing
833,5 BHK Independent House,"Banashankari, Bangalore",3.4 Cr,4650,Ready to move Construction Status,6 BathroomsResale
834,3 BHK Independent Floor in Hanumanthappa New Building,"Varadharaja Nagar, Bangalore",2.08 Cr,1489,Ready to move Construction Status,1 - 2 years old2 BathroomsResale
835,3 BHK Independent Floor in Hanumanthappa New Building,"Krishnarajapura, Bangalore",2.2 Cr,1489,Ready to move Construction Status,1 - 2 years old2 BathroomsResale
836,Residential Plot,"Krishnarajapura, Bangalore",23 L,1200,Resale New/Resale,1 open sidesWest facing
837,4 BHK Independent House,"Vidyaranyapura, Bangalore",4 Cr,3000,Ready to move Construction Status,5 BathroomsResale
838,4 BHK Apartment in Inner Meadow In The Sun,"Brookefield, Bangalore",4.3 Cr,3360,Ready to move Construction Status,4 - 5 years old5 BathroomsResale
839,4 BHK Independent House,"Hosur, Bangalore",3.6 Cr,3500,Ready to move Construction Status,4 BathroomsResale North facing
840,3 BHK Apartment,"Varthur, Bangalore",70 L,1340,Ready to move Construction Status,6 - 7 years old2 BathroomsResale
841,4 BHK Independent House,"Kasavanahalli, Bangalore",3.6 Cr,3500,Ready to move Construction Status,4 BathroomsResale North facing
842,4 BHK Independent House,"Horamavu, Bangalore",3.6 Cr,3500,Ready to move Construction Status,4 BathroomsResale
843,3 BHK Apartment,"Jyothi Nagar, Bangalore",70 L,1340,Ready to move Construction Status,6 - 7 years old2 BathroomsResale
844,4 BHK Independent House,"Jakkur, Bangalore",3.6 Cr,3500,Ready to move Construction Status,4 BathroomsResale North facing
845,3 BHK Apartment,"Banashankari, Bangalore",70 L,1340,Ready to move Construction Status,6 - 7 years old2 BathroomsResale
846,3 BHK Apartment,"Subramanyapura, Bangalore",75 L,1144,Ready to move Construction Status,2 BathroomsResale West facing
847,3 BHK Apartment in SJR Hamilton Homes,"Banashankari, Bangalore",96 L,1239,Ready to move Construction Status,5 - 6 years old2 BathroomsResale
848,3 BHK Apartment,"Subramanyapura, Bangalore",70 L,1340,Ready to move Construction Status,6 - 7 years old2 BathroomsResale
849,3 BHK Apartment,"Banashankari, Bangalore",75 L,1144,Ready to move Construction Status,2 BathroomsResale West facing
850,4 BHK Independent House,"Subramanyapura, Bangalore",3.6 Cr,3500,Ready to move Construction Status,4 BathroomsResale North facing
851,3 BHK Apartment,"Subramanyapura, Bangalore",75 L,1144,Ready to move Construction Status,2 BathroomsResale
852,4 BHK Apartment in Inner Meadow In The Sun,"Banashankari, Bangalore",4.5 Cr,3360,Ready to move Construction Status,4 - 5 years old5 BathroomsResale
853,4 BHK Independent House,"Subramanyapura, Bangalore",4 Cr,3000,Ready to move Construction Status,5 BathroomsResale
